full_text,cleansing,Tokenization and Case Folding,stopword removal,stemming_data
"Ga tanggung2 loh, perusahaan yang berinvestasi untuk kendaraan listrik di Indonesia terdiri dari perusahaan raksasa dunia seperti LG, CATL, Foxconn, INBC, BASF, Ford, Volkswagen. Keren... Industri Baterai EV  #Investasi630T https://t.co/W4vDBj5cXY",Ga tanggung loh perusahaan yang berinvestasi untuk kendaraan listrik di Indonesia terdiri dari perusahaan raksasa dunia seperti LG CATL Foxconn INBC BASF Ford Volkswagen Keren Industri Baterai EV  InvestasiT,"['ga', 'tanggung', 'loh', 'perusahaan', 'yang', 'berinvestasi', 'untuk', 'kendaraan', 'listrik', 'di', 'indonesia', 'terdiri', 'dari', 'perusahaan', 'raksasa', 'dunia', 'seperti', 'lg', 'catl', 'foxconn', 'inbc', 'basf', 'ford', 'volkswagen', 'keren', 'industri', 'baterai', 'ev', 'investasit']","['ga', 'tanggung', 'loh', 'perusahaan', 'berinvestasi', 'kendaraan', 'listrik', 'indonesia', 'perusahaan', 'raksasa', 'dunia', 'lg', 'catl', 'foxconn', 'inbc', 'basf', 'ford', 'volkswagen', 'keren', 'industri', 'baterai', 'ev', 'investasit']",ga tanggung loh usaha investasi kendara listrik indonesia usaha raksasa dunia lg catl foxconn inbc basf ford volkswagen keren industri baterai ev investasit
"Ayo kita masyarakat saling mendukung, maka ini memuluskan langkah Menteri Investasi Bahlil untuk terus menggenjot kendaraan listrik, meyakinkan para pemain di bisnis ini, dan membawa Indonesia menjadi pemain utama di industri ini. Industri Baterai EV  #Investasi630T https://t.co/WTGBFFZPMW",Ayo kita masyarakat saling mendukung maka ini memuluskan langkah Menteri Investasi Bahlil untuk terus menggenjot kendaraan listrik meyakinkan para pemain di bisnis ini dan membawa Indonesia menjadi pemain utama di industri ini Industri Baterai EV  InvestasiT,"['ayo', 'kita', 'masyarakat', 'saling', 'mendukung', 'maka', 'ini', 'memuluskan', 'langkah', 'menteri', 'investasi', 'bahlil', 'untuk', 'terus', 'menggenjot', 'kendaraan', 'listrik', 'meyakinkan', 'para', 'pemain', 'di', 'bisnis', 'ini', 'dan', 'membawa', 'indonesia', 'menjadi', 'pemain', 'utama', 'di', 'industri', 'ini', 'industri', 'baterai', 'ev', 'investasit']","['ayo', 'masyarakat', 'mendukung', 'memuluskan', 'langkah', 'menteri', 'investasi', 'bahlil', 'menggenjot', 'kendaraan', 'listrik', 'pemain', 'bisnis', 'membawa', 'indonesia', 'pemain', 'utama', 'industri', 'industri', 'baterai', 'ev', 'investasit']",ayo masyarakat dukung mulus langkah menteri investasi bahlil genjot kendara listrik main bisnis bawa indonesia main utama industri industri baterai ev investasit
"Kita tuh bener2 kaya loh, SDA kita punya bnyk dan ada kebijakan hilirisasi &amp  stop ekspor sehingga pak Bahlil terus memastikan komponen untuk baterai dan kendaraan listrik yang tersedia melimpah di bumi Indonesia dikelola di dalam negeri. Industri Baterai EV  #Investasi630T https://t.co/xZPyQSBp4k",Kita tuh bener kaya loh SDA kita punya bnyk dan ada kebijakan hilirisasi amp  stop ekspor sehingga pak Bahlil terus memastikan komponen untuk baterai dan kendaraan listrik yang tersedia melimpah di bumi Indonesia dikelola di dalam negeri Industri Baterai EV  InvestasiT,"['kita', 'tuh', 'bener', 'kaya', 'loh', 'sda', 'kita', 'punya', 'bnyk', 'dan', 'ada', 'kebijakan', 'hilirisasi', 'amp', 'stop', 'ekspor', 'sehingga', 'pak', 'bahlil', 'terus', 'memastikan', 'komponen', 'untuk', 'baterai', 'dan', 'kendaraan', 'listrik', 'yang', 'tersedia', 'melimpah', 'di', 'bumi', 'indonesia', 'dikelola', 'di', 'dalam', 'negeri', 'industri', 'baterai', 'ev', 'investasit']","['tuh', 'bener', 'kaya', 'loh', 'sda', 'bnyk', 'kebijakan', 'hilirisasi', 'amp', 'stop', 'ekspor', 'bahlil', 'komponen', 'baterai', 'kendaraan', 'listrik', 'tersedia', 'melimpah', 'bumi', 'indonesia', 'dikelola', 'negeri', 'industri', 'baterai', 'ev', 'investasit']",tuh bener kaya loh sda bnyk bijak hilir amp stop ekspor bahlil komponen baterai kendara listrik sedia limpah bumi indonesia kelola negeri industri baterai ev investasit
"Bahlil Lahadalia sangat layak diapresiasi mengingat sejauh ini ia bekerja dengan sangat menakjubkan. Berkat kerja kerasnya, Indonesia benar-benar berada di jalur yg tepat dalam mega proyek kendaraan listrik ini.  Industri Baterai EV  #Investasi630T",Bahlil Lahadalia sangat layak diapresiasi mengingat sejauh ini ia bekerja dengan sangat menakjubkan Berkat kerja kerasnya Indonesia benarbenar berada di jalur yg tepat dalam mega proyek kendaraan listrik ini  Industri Baterai EV  InvestasiT,"['bahlil', 'lahadalia', 'sangat', 'layak', 'diapresiasi', 'mengingat', 'sejauh', 'ini', 'ia', 'bekerja', 'dengan', 'sangat', 'menakjubkan', 'berkat', 'kerja', 'kerasnya', 'indonesia', 'benarbenar', 'berada', 'di', 'jalur', 'yg', 'tepat', 'dalam', 'mega', 'proyek', 'kendaraan', 'listrik', 'ini', 'industri', 'baterai', 'ev', 'investasit']","['bahlil', 'lahadalia', 'layak', 'diapresiasi', 'menakjubkan', 'berkat', 'kerja', 'kerasnya', 'indonesia', 'benarbenar', 'jalur', 'yg', 'mega', 'proyek', 'kendaraan', 'listrik', 'industri', 'baterai', 'ev', 'investasit']",bahlil lahadalia layak apresiasi takjub berkat kerja keras indonesia benarbenar jalur yg mega proyek kendara listrik industri baterai ev investasit
Industri Baterai EV di Indonesia mulai dilirik. Indonesia ditargetkan akan menjadi produsen baterai EV kendaraan listrik dengan nilai investasi mencapai 630 triliun   #Investasi630T https://t.co/TTiUOMm3w0,Industri Baterai EV di Indonesia mulai dilirik Indonesia ditargetkan akan menjadi produsen baterai EV kendaraan listrik dengan nilai investasi mencapai  triliun   InvestasiT,"['industri', 'baterai', 'ev', 'di', 'indonesia', 'mulai', 'dilirik', 'indonesia', 'ditargetkan', 'akan', 'menjadi', 'produsen', 'baterai', 'ev', 'kendaraan', 'listrik', 'dengan', 'nilai', 'investasi', 'mencapai', 'triliun', 'investasit']","['industri', 'baterai', 'ev', 'indonesia', 'dilirik', 'indonesia', 'ditargetkan', 'produsen', 'baterai', 'ev', 'kendaraan', 'listrik', 'nilai', 'investasi', 'mencapai', 'triliun', 'investasit']",industri baterai ev indonesia lirik indonesia target produsen baterai ev kendara listrik nilai investasi capai triliun investasit
Investasi untuk ekosistem kendaraan listrik bagi Indonesia pada 2023 akan terus melonjak dan melampaui pertumbuhan tahun berikutnya. Industri Baterai EV  #Investasi630T,Investasi untuk ekosistem kendaraan listrik bagi Indonesia pada  akan terus melonjak dan melampaui pertumbuhan tahun berikutnya Industri Baterai EV  InvestasiT,"['investasi', 'untuk', 'ekosistem', 'kendaraan', 'listrik', 'bagi', 'indonesia', 'pada', 'akan', 'terus', 'melonjak', 'dan', 'melampaui', 'pertumbuhan', 'tahun', 'berikutnya', 'industri', 'baterai', 'ev', 'investasit']","['investasi', 'ekosistem', 'kendaraan', 'listrik', 'indonesia', 'melonjak', 'melampaui', 'pertumbuhan', 'industri', 'baterai', 'ev', 'investasit']",investasi ekosistem kendara listrik indonesia lonjak lampau tumbuh industri baterai ev investasit
"Dgn didukung oleh berbagai pihak serta kebijakan hilirisasi yg dikawal ketat oleh menteri Bahlil dan semua pihak, Indonesia akn jadi produsen penting kendaraan listrik di dunia.   Industri Baterai EV  #Investasi630T  https://t.co/OFkuVcAG8w",Dgn didukung oleh berbagai pihak serta kebijakan hilirisasi yg dikawal ketat oleh menteri Bahlil dan semua pihak Indonesia akn jadi produsen penting kendaraan listrik di dunia   Industri Baterai EV  InvestasiT,"['dgn', 'didukung', 'oleh', 'berbagai', 'pihak', 'serta', 'kebijakan', 'hilirisasi', 'yg', 'dikawal', 'ketat', 'oleh', 'menteri', 'bahlil', 'dan', 'semua', 'pihak', 'indonesia', 'akn', 'jadi', 'produsen', 'penting', 'kendaraan', 'listrik', 'di', 'dunia', 'industri', 'baterai', 'ev', 'investasit']","['dgn', 'didukung', 'kebijakan', 'hilirisasi', 'yg', 'dikawal', 'ketat', 'menteri', 'bahlil', 'indonesia', 'akn', 'produsen', 'kendaraan', 'listrik', 'dunia', 'industri', 'baterai', 'ev', 'investasit']",dgn dukung bijak hilir yg kawal ketat menteri bahlil indonesia akn produsen kendara listrik dunia industri baterai ev investasit
"Gua orng terdepan kasih Apresiasi ke pak bahlil, ini sangat layak krn sejauh ini ia bekerja dengan sangat menakjubkan. Berkat kerja kerasnya, Indonesia benar-benar berada di jalur yang tepat dalam mega proyek kendaraan listrik ini. Industri Baterai EV  #Investasi630T https://t.co/0VFRY0KGBD",Gua orng terdepan kasih Apresiasi ke pak bahlil ini sangat layak krn sejauh ini ia bekerja dengan sangat menakjubkan Berkat kerja kerasnya Indonesia benarbenar berada di jalur yang tepat dalam mega proyek kendaraan listrik ini Industri Baterai EV  InvestasiT,"['gua', 'orng', 'terdepan', 'kasih', 'apresiasi', 'ke', 'pak', 'bahlil', 'ini', 'sangat', 'layak', 'krn', 'sejauh', 'ini', 'ia', 'bekerja', 'dengan', 'sangat', 'menakjubkan', 'berkat', 'kerja', 'kerasnya', 'indonesia', 'benarbenar', 'berada', 'di', 'jalur', 'yang', 'tepat', 'dalam', 'mega', 'proyek', 'kendaraan', 'listrik', 'ini', 'industri', 'baterai', 'ev', 'investasit']","['gua', 'orng', 'terdepan', 'kasih', 'apresiasi', 'bahlil', 'layak', 'krn', 'menakjubkan', 'berkat', 'kerja', 'kerasnya', 'indonesia', 'benarbenar', 'jalur', 'mega', 'proyek', 'kendaraan', 'listrik', 'industri', 'baterai', 'ev', 'investasit']",gua orng depan kasih apresiasi bahlil layak krn takjub berkat kerja keras indonesia benarbenar jalur mega proyek kendara listrik industri baterai ev investasit
Dalam hal investasi dan pengembangan ekosistem kendaraan listrik harus ada transfer teknologi untuk meningkatkan daya saing Sumber Daya Manusia Indonesia ke depan. Industri Baterai EV  #Investasi630T,Dalam hal investasi dan pengembangan ekosistem kendaraan listrik harus ada transfer teknologi untuk meningkatkan daya saing Sumber Daya Manusia Indonesia ke depan Industri Baterai EV  InvestasiT,"['dalam', 'hal', 'investasi', 'dan', 'pengembangan', 'ekosistem', 'kendaraan', 'listrik', 'harus', 'ada', 'transfer', 'teknologi', 'untuk', 'meningkatkan', 'daya', 'saing', 'sumber', 'daya', 'manusia', 'indonesia', 'ke', 'depan', 'industri', 'baterai', 'ev', 'investasit']","['investasi', 'pengembangan', 'ekosistem', 'kendaraan', 'listrik', 'transfer', 'teknologi', 'meningkatkan', 'daya', 'saing', 'sumber', 'daya', 'manusia', 'indonesia', 'industri', 'baterai', 'ev', 'investasit']",investasi kembang ekosistem kendara listrik transfer teknologi tingkat daya saing sumber daya manusia indonesia industri baterai ev investasit
Berkat gegelisahan bahlil menjelaskan bahwa dengan gebrakan ini tentu akan memudahkan masyarakat menuju indonesia kedepan dalam menerapkan kendaraan listrik. Industri Baterai EV  #Investasi630T https://t.co/yFthfwSpBf,Berkat gegelisahan bahlil menjelaskan bahwa dengan gebrakan ini tentu akan memudahkan masyarakat menuju indonesia kedepan dalam menerapkan kendaraan listrik Industri Baterai EV  InvestasiT,"['berkat', 'gegelisahan', 'bahlil', 'menjelaskan', 'bahwa', 'dengan', 'gebrakan', 'ini', 'tentu', 'akan', 'memudahkan', 'masyarakat', 'menuju', 'indonesia', 'kedepan', 'dalam', 'menerapkan', 'kendaraan', 'listrik', 'industri', 'baterai', 'ev', 'investasit']","['berkat', 'gegelisahan', 'bahlil', 'gebrakan', 'memudahkan', 'masyarakat', 'indonesia', 'kedepan', 'menerapkan', 'kendaraan', 'listrik', 'industri', 'baterai', 'ev', 'investasit']",berkat gegelisahan bahlil gebrak mudah masyarakat indonesia depan terap kendara listrik industri baterai ev investasit
Sudah ada dua perusahaan besar yang bergerak di ekosistem baterai kendaraan listrik yang berinvestasi di Indonesia.  Industri Baterai EV  #Investasi630T  https://t.co/iJFCcHobua,Sudah ada dua perusahaan besar yang bergerak di ekosistem baterai kendaraan listrik yang berinvestasi di Indonesia  Industri Baterai EV  InvestasiT,"['sudah', 'ada', 'dua', 'perusahaan', 'besar', 'yang', 'bergerak', 'di', 'ekosistem', 'baterai', 'kendaraan', 'listrik', 'yang', 'berinvestasi', 'di', 'indonesia', 'industri', 'baterai', 'ev', 'investasit']","['perusahaan', 'bergerak', 'ekosistem', 'baterai', 'kendaraan', 'listrik', 'berinvestasi', 'indonesia', 'industri', 'baterai', 'ev', 'investasit']",usaha gerak ekosistem baterai kendara listrik investasi indonesia industri baterai ev investasit
Meningkatnya Investasi baterai kendaraan listrik di Indonesia seperti dinyatakan oleh Menteri Bahlil dalam acara pembukaan ASEAN Investment Forum 2023 tersebut tentu adalah suatu hal yang menggembirakan.  Industri Baterai EV  #Investasi630T,Meningkatnya Investasi baterai kendaraan listrik di Indonesia seperti dinyatakan oleh Menteri Bahlil dalam acara pembukaan ASEAN Investment Forum  tersebut tentu adalah suatu hal yang menggembirakan  Industri Baterai EV  InvestasiT,"['meningkatnya', 'investasi', 'baterai', 'kendaraan', 'listrik', 'di', 'indonesia', 'seperti', 'dinyatakan', 'oleh', 'menteri', 'bahlil', 'dalam', 'acara', 'pembukaan', 'asean', 'investment', 'forum', 'tersebut', 'tentu', 'adalah', 'suatu', 'hal', 'yang', 'menggembirakan', 'industri', 'baterai', 'ev', 'investasit']","['meningkatnya', 'investasi', 'baterai', 'kendaraan', 'listrik', 'indonesia', 'dinyatakan', 'menteri', 'bahlil', 'acara', 'pembukaan', 'asean', 'investment', 'forum', 'menggembirakan', 'industri', 'baterai', 'ev', 'investasit']",tingkat investasi baterai kendara listrik indonesia nyata menteri bahlil acara buka asean investment forum gembira industri baterai ev investasit
"Gua orng terdepan yg kasih Apresiasi ke pak bahlil, ini sangat layak krn sejauh ini ia bekerja dengan sangat menakjubkan. Berkat kerja kerasnya, Indonesia benar-benar berada di jalur yang tepat dalam mega proyek kendaraan listrik ini. Industri Baterai EV  #Investasi630T https://t.co/eRjTurYhgI",Gua orng terdepan yg kasih Apresiasi ke pak bahlil ini sangat layak krn sejauh ini ia bekerja dengan sangat menakjubkan Berkat kerja kerasnya Indonesia benarbenar berada di jalur yang tepat dalam mega proyek kendaraan listrik ini Industri Baterai EV  InvestasiT,"['gua', 'orng', 'terdepan', 'yg', 'kasih', 'apresiasi', 'ke', 'pak', 'bahlil', 'ini', 'sangat', 'layak', 'krn', 'sejauh', 'ini', 'ia', 'bekerja', 'dengan', 'sangat', 'menakjubkan', 'berkat', 'kerja', 'kerasnya', 'indonesia', 'benarbenar', 'berada', 'di', 'jalur', 'yang', 'tepat', 'dalam', 'mega', 'proyek', 'kendaraan', 'listrik', 'ini', 'industri', 'baterai', 'ev', 'investasit']","['gua', 'orng', 'terdepan', 'yg', 'kasih', 'apresiasi', 'bahlil', 'layak', 'krn', 'menakjubkan', 'berkat', 'kerja', 'kerasnya', 'indonesia', 'benarbenar', 'jalur', 'mega', 'proyek', 'kendaraan', 'listrik', 'industri', 'baterai', 'ev', 'investasit']",gua orng depan yg kasih apresiasi bahlil layak krn takjub berkat kerja keras indonesia benarbenar jalur mega proyek kendara listrik industri baterai ev investasit
"Wahh Bapak Menteri Bahlil kembali melakukan gebrakan nih,,kali ini doi dapet apresiasi dari banyak Pihak termasuk DPR karena berhasil mewujudkan Indonesia sebagai pusat Industri Baterai EV untuk kendaraan listrik dunia. Salut Pak! #Investasi630T https://t.co/bhOzlMrhRR",Wahh Bapak Menteri Bahlil kembali melakukan gebrakan nihkali ini doi dapet apresiasi dari banyak Pihak termasuk DPR karena berhasil mewujudkan Indonesia sebagai pusat Industri Baterai EV untuk kendaraan listrik dunia Salut Pak InvestasiT,"['wahh', 'bapak', 'menteri', 'bahlil', 'kembali', 'melakukan', 'gebrakan', 'nihkali', 'ini', 'doi', 'dapet', 'apresiasi', 'dari', 'banyak', 'pihak', 'termasuk', 'dpr', 'karena', 'berhasil', 'mewujudkan', 'indonesia', 'sebagai', 'pusat', 'industri', 'baterai', 'ev', 'untuk', 'kendaraan', 'listrik', 'dunia', 'salut', 'pak', 'investasit']","['wahh', 'menteri', 'bahlil', 'gebrakan', 'nihkali', 'doi', 'dapet', 'apresiasi', 'dpr', 'berhasil', 'mewujudkan', 'indonesia', 'pusat', 'industri', 'baterai', 'ev', 'kendaraan', 'listrik', 'dunia', 'salut', 'investasit']",wahh menteri bahlil gebrak nihkali doi dapet apresiasi dpr hasil wujud indonesia pusat industri baterai ev kendara listrik dunia salut investasit
"Berkat hilirisasi nikel, Indonesia dilirik dunia menjadi pusat produksi baterai kendaraan listrik. Hal ini disampaikan oleh menteri Investasi/Kepala Badan Koordinasi Penanaman Modal (BKPM, Bahlil Lahadalia.  Industri Baterai EV  #Investasi630T  https://t.co/zXoaUaniAc",Berkat hilirisasi nikel Indonesia dilirik dunia menjadi pusat produksi baterai kendaraan listrik Hal ini disampaikan oleh menteri InvestasiKepala Badan Koordinasi Penanaman Modal BKPM Bahlil Lahadalia  Industri Baterai EV  InvestasiT,"['berkat', 'hilirisasi', 'nikel', 'indonesia', 'dilirik', 'dunia', 'menjadi', 'pusat', 'produksi', 'baterai', 'kendaraan', 'listrik', 'hal', 'ini', 'disampaikan', 'oleh', 'menteri', 'investasikepala', 'badan', 'koordinasi', 'penanaman', 'modal', 'bkpm', 'bahlil', 'lahadalia', 'industri', 'baterai', 'ev', 'investasit']","['berkat', 'hilirisasi', 'nikel', 'indonesia', 'dilirik', 'dunia', 'pusat', 'produksi', 'baterai', 'kendaraan', 'listrik', 'menteri', 'investasikepala', 'badan', 'koordinasi', 'penanaman', 'modal', 'bkpm', 'bahlil', 'lahadalia', 'industri', 'baterai', 'ev', 'investasit']",berkat hilir nikel indonesia lirik dunia pusat produksi baterai kendara listrik menteri investasikepala badan koordinasi tanam modal bkpm bahlil lahadalia industri baterai ev investasit
Semoga ke depan semakin banyak investasi kendaraan listrik lain yang masuk ke Indonesia. Industri Baterai EV  #Investasi630T,Semoga ke depan semakin banyak investasi kendaraan listrik lain yang masuk ke Indonesia Industri Baterai EV  InvestasiT,"['semoga', 'ke', 'depan', 'semakin', 'banyak', 'investasi', 'kendaraan', 'listrik', 'lain', 'yang', 'masuk', 'ke', 'indonesia', 'industri', 'baterai', 'ev', 'investasit']","['semoga', 'investasi', 'kendaraan', 'listrik', 'masuk', 'indonesia', 'industri', 'baterai', 'ev', 'investasit']",moga investasi kendara listrik masuk indonesia industri baterai ev investasit
"Abis baca-baca berita &amp  kagum sama kinerja Pak Bahlil Lahadalia soal Industri Baterai EV di Indonesia. Ternyata banyak juga perusahaan besar yang bakal berinvestasi untuk kendaraan listrik di Indonesia kayak LG, CATL, Foxconn, INBC, BASF, Ford, juga Volkswagen! 😱 #Investasi630T https://t.co/riLg3Iuw0C",Abis bacabaca berita amp  kagum sama kinerja Pak Bahlil Lahadalia soal Industri Baterai EV di Indonesia Ternyata banyak juga perusahaan besar yang bakal berinvestasi untuk kendaraan listrik di Indonesia kayak LG CATL Foxconn INBC BASF Ford juga Volkswagen 😱 InvestasiT,"['abis', 'bacabaca', 'berita', 'amp', 'kagum', 'sama', 'kinerja', 'pak', 'bahlil', 'lahadalia', 'soal', 'industri', 'baterai', 'ev', 'di', 'indonesia', 'ternyata', 'banyak', 'juga', 'perusahaan', 'besar', 'yang', 'bakal', 'berinvestasi', 'untuk', 'kendaraan', 'listrik', 'di', 'indonesia', 'kayak', 'lg', 'catl', 'foxconn', 'inbc', 'basf', 'ford', 'juga', 'volkswagen', '😱', 'investasit']","['abis', 'bacabaca', 'berita', 'amp', 'kagum', 'kinerja', 'bahlil', 'lahadalia', 'industri', 'baterai', 'ev', 'indonesia', 'perusahaan', 'berinvestasi', 'kendaraan', 'listrik', 'indonesia', 'kayak', 'lg', 'catl', 'foxconn', 'inbc', 'basf', 'ford', 'volkswagen', '😱', 'investasit']",abis bacabaca berita amp kagum kerja bahlil lahadalia industri baterai ev indonesia usaha investasi kendara listrik indonesia kayak lg catl foxconn inbc basf ford volkswagen  investasit
Indonesia benar-benar berada di jalur yang tepat dalam mega proyek kendaraan listrik ini. Berkatnya Indonesia ditargetkan jadi negara industri baterai EV kendaraan terbesar.  Industri Baterai EV  #Investasi630T https://t.co/oDFO6edfic,Indonesia benarbenar berada di jalur yang tepat dalam mega proyek kendaraan listrik ini Berkatnya Indonesia ditargetkan jadi negara industri baterai EV kendaraan terbesar  Industri Baterai EV  InvestasiT,"['indonesia', 'benarbenar', 'berada', 'di', 'jalur', 'yang', 'tepat', 'dalam', 'mega', 'proyek', 'kendaraan', 'listrik', 'ini', 'berkatnya', 'indonesia', 'ditargetkan', 'jadi', 'negara', 'industri', 'baterai', 'ev', 'kendaraan', 'terbesar', 'industri', 'baterai', 'ev', 'investasit']","['indonesia', 'benarbenar', 'jalur', 'mega', 'proyek', 'kendaraan', 'listrik', 'berkatnya', 'indonesia', 'ditargetkan', 'negara', 'industri', 'baterai', 'ev', 'kendaraan', 'terbesar', 'industri', 'baterai', 'ev', 'investasit']",indonesia benarbenar jalur mega proyek kendara listrik berkat indonesia target negara industri baterai ev kendara besar industri baterai ev investasit
